"",".id","tw_stamp"
"1","10.1371/journal.pone.0064253","Wed May 15 21:31:47 +0000 2013"
"2","10.1371/journal.pone.0064253","Wed May 15 21:45:21 +0000 2013"
"3","10.1371/journal.pone.0064253","Wed May 15 21:50:37 +0000 2013"
"4","10.1371/journal.pone.0064253","Wed May 15 23:10:34 +0000 2013"
"5","10.1371/journal.pone.0064253","Thu May 16 15:23:18 +0000 2013"
"6","10.1371/journal.pone.0064253","Fri May 17 14:57:25 +0000 2013"
"7","10.1371/journal.pone.0064253","Tue Jun 04 20:19:47 +0000 2013"
"8","10.1371/journal.pone.0067421","Mon Jul 01 12:23:00 +0000 2013"
"9","10.1371/journal.pone.0064311","Thu May 09 07:33:22 +0000 2013"
"10","10.1371/journal.pone.0064311","Thu May 09 10:48:16 +0000 2013"
"11","10.1371/journal.pone.0064311","Thu May 09 11:53:30 +0000 2013"
"12","10.1371/journal.pone.0064311","Thu May 23 07:52:21 +0000 2013"
"13","10.1371/journal.pone.0064297","Tue May 28 13:53:22 +0000 2013"
"14","10.1371/journal.pone.0061108","Sun May 12 05:55:09 +0000 2013"
"15","10.1371/journal.pone.0064268","Tue May 21 21:11:17 +0000 2013"
"16","10.1371/journal.pone.0064268","Thu May 23 11:29:12 +0000 2013"
"17","10.1371/journal.pone.0064273","Fri May 24 10:57:06 +0000 2013"
"18","10.1371/journal.pone.0064273","Fri May 24 10:57:34 +0000 2013"
"19","10.1371/journal.pone.0067448","Wed Jun 26 12:44:30 +0000 2013"
"20","10.1371/journal.pone.0064280","Wed May 29 18:57:38 +0000 2013"
"21","10.1371/journal.pone.0064282","Mon May 20 14:58:39 +0000 2013"
"22","10.1371/journal.pone.0064281","Fri May 31 17:59:21 +0000 2013"
"23","10.1371/journal.pone.0064281","Wed Jun 05 18:11:17 +0000 2013"
"24","10.1371/journal.pone.0064279","Tue May 14 23:12:49 +0000 2013"
"25","10.1371/journal.pone.0064279","Tue May 14 23:15:10 +0000 2013"
"26","10.1371/journal.pone.0064279","Tue May 14 23:51:34 +0000 2013"
"27","10.1371/journal.pone.0064279","Wed May 15 00:00:31 +0000 2013"
"28","10.1371/journal.pone.0061106","Fri May 10 19:44:06 +0000 2013"
"29","10.1371/journal.pone.0061106","Tue May 14 21:22:49 +0000 2013"
"30","10.1371/journal.pone.0061106","Sat May 18 01:25:18 +0000 2013"
"31","10.1371/journal.pone.0061106","Sat May 18 01:33:23 +0000 2013"
"32","10.1371/journal.pone.0064259","Tue May 14 23:10:34 +0000 2013"
"33","10.1371/journal.pone.0067424","Tue Jun 25 01:56:38 +0000 2013"
"34","10.1371/journal.pone.0067452","Wed Jul 10 13:06:36 +0000 2013"
"35","10.1371/journal.pone.0067443","Wed Jun 19 15:20:52 +0000 2013"
"36","10.1371/journal.pone.0061116","Thu May 09 21:14:39 +0000 2013"
"37","10.1371/journal.pone.0067413","Thu Jul 25 03:53:32 +0000 2013"
"38","10.1371/journal.pone.0063855","Fri May 17 18:20:52 +0000 2013"
"39","10.1371/journal.pone.0067023","Wed Jul 03 18:26:40 +0000 2013"
"40","10.1371/journal.pone.0063830","Thu May 30 10:29:51 +0000 2013"
"41","10.1371/journal.pone.0063831","Tue Jun 04 12:49:48 +0000 2013"
"42","10.1371/journal.pone.0063833","Tue Jul 23 20:58:08 +0000 2013"
"43","10.1371/journal.pone.0066988","Mon Jun 17 22:24:42 +0000 2013"
"44","10.1371/journal.pone.0066988","Mon Jun 17 22:37:40 +0000 2013"
"45","10.1371/journal.pone.0066988","Mon Jun 17 22:38:00 +0000 2013"
"46","10.1371/journal.pone.0066988","Mon Jun 17 22:43:38 +0000 2013"
"47","10.1371/journal.pone.0066988","Tue Jun 18 15:19:07 +0000 2013"
"48","10.1371/journal.pone.0066986","Tue Jul 09 11:34:39 +0000 2013"
"49","10.1371/journal.pone.0066993","Tue Jun 25 14:59:42 +0000 2013"
"50","10.1371/journal.pone.0066993","Wed Jun 26 19:54:33 +0000 2013"
"51","10.1371/journal.pone.0066993","Wed Jun 26 21:52:45 +0000 2013"
"52","10.1371/journal.pone.0066993","Sat Aug 24 01:20:46 +0000 2013"
"53","10.1371/journal.pone.0063905","Wed Jun 05 07:16:54 +0000 2013"
"54","10.1371/journal.pone.0063905","Wed Jun 05 08:38:03 +0000 2013"
"55","10.1371/journal.pone.0063905","Thu Jun 06 00:39:42 +0000 2013"
"56","10.1371/journal.pone.0063905","Thu Jun 06 02:59:18 +0000 2013"
"57","10.1371/journal.pone.0063905","Thu Jun 06 07:33:43 +0000 2013"
"58","10.1371/journal.ppat.1003370","Fri Jun 07 12:59:12 +0000 2013"
"59","10.1371/journal.ppat.1003370","Fri Jun 07 22:01:07 +0000 2013"
"60","10.1371/journal.ppat.1003370","Fri Jun 07 22:04:22 +0000 2013"
"61","10.1371/journal.ppat.1003370","Fri Jun 07 22:34:50 +0000 2013"
"62","10.1371/journal.ppat.1003370","Wed Jun 12 12:55:11 +0000 2013"
"63","10.1371/journal.ppat.1003370","Fri Jun 14 23:53:42 +0000 2013"
"64","10.1371/journal.ppat.1003370","Wed Jun 26 21:13:32 +0000 2013"
"65","10.1371/journal.ppat.1003370","Mon Jul 08 03:54:12 +0000 2013"
"66","10.1371/journal.ppat.1003370","Sun Jul 28 15:24:56 +0000 2013"
"67","10.1371/journal.pone.0066949","Thu Jun 20 20:08:05 +0000 2013"
"68","10.1371/journal.pone.0066949","Thu Jun 20 20:14:41 +0000 2013"
"69","10.1371/journal.pone.0066949","Thu Jun 20 23:08:02 +0000 2013"
"70","10.1371/journal.pone.0066949","Fri Jun 28 21:43:26 +0000 2013"
"71","10.1371/journal.pone.0063806","Tue May 21 06:19:27 +0000 2013"
"72","10.1371/journal.pone.0063806","Thu May 30 04:31:16 +0000 2013"
"73","10.1371/journal.pone.0066967","Fri Jul 05 22:57:40 +0000 2013"
"74","10.1371/journal.pone.0066967","Mon Aug 26 15:20:53 +0000 2013"
"75","10.1371/journal.pone.0066966","Fri Jun 28 23:28:04 +0000 2013"
"76","10.1371/journal.pone.0066966","Sat Jun 29 06:44:45 +0000 2013"
"77","10.1371/journal.pone.0066966","Sat Jun 29 07:13:44 +0000 2013"
"78","10.1371/journal.pone.0063816","Tue Aug 06 00:21:56 +0000 2013"
"79","10.1371/journal.pone.0063816","Tue Aug 06 00:35:30 +0000 2013"
"80","10.1371/journal.pone.0063816","Tue Aug 06 00:54:52 +0000 2013"
"81","10.1371/journal.pone.0063816","Wed Aug 07 08:08:19 +0000 2013"
"82","10.1371/journal.pone.0066968","Sat Jun 15 00:42:54 +0000 2013"
"83","10.1371/journal.pone.0066959","Mon Jul 15 16:16:14 +0000 2013"
"84","10.1371/journal.pone.0066959","Mon Jul 15 16:18:42 +0000 2013"
"85","10.1371/journal.pone.0066957","Thu Jun 13 09:15:13 +0000 2013"
"86","10.1371/journal.pone.0066957","Thu Jun 13 09:26:19 +0000 2013"
"87","10.1371/journal.pone.0066957","Thu Jun 13 09:45:32 +0000 2013"
"88","10.1371/journal.pone.0066957","Thu Jun 13 10:27:43 +0000 2013"
"89","10.1371/journal.pone.0066957","Thu Jun 13 10:28:24 +0000 2013"
"90","10.1371/journal.pone.0066957","Thu Jun 13 10:28:54 +0000 2013"
"91","10.1371/journal.pone.0066957","Thu Jun 13 10:29:42 +0000 2013"
"92","10.1371/journal.pone.0066957","Thu Jun 13 10:35:04 +0000 2013"
"93","10.1371/journal.pone.0066957","Thu Jun 13 10:37:54 +0000 2013"
"94","10.1371/journal.pone.0066957","Thu Jun 13 12:05:24 +0000 2013"
"95","10.1371/journal.pone.0066957","Thu Jun 13 12:41:23 +0000 2013"
"96","10.1371/journal.pone.0066957","Thu Jun 13 13:02:20 +0000 2013"
"97","10.1371/journal.pone.0066957","Thu Jun 13 14:21:15 +0000 2013"
"98","10.1371/journal.pone.0066957","Thu Jun 13 20:08:03 +0000 2013"
"99","10.1371/journal.pone.0066957","Thu Jun 13 20:13:25 +0000 2013"
"100","10.1371/journal.pone.0066957","Thu Jun 13 20:18:30 +0000 2013"
"101","10.1371/journal.pone.0066957","Thu Jun 13 23:10:30 +0000 2013"
"102","10.1371/journal.pone.0066957","Fri Jun 14 21:42:49 +0000 2013"
"103","10.1371/journal.pone.0066957","Tue Jun 18 06:57:07 +0000 2013"
"104","10.1371/journal.pone.0066957","Tue Jun 18 10:31:29 +0000 2013"
"105","10.1371/journal.pone.0066957","Wed Jun 19 02:25:10 +0000 2013"
"106","10.1371/journal.pone.0066957","Thu Jun 20 16:34:06 +0000 2013"
"107","10.1371/journal.pone.0066957","Fri Jun 21 17:16:16 +0000 2013"
"108","10.1371/journal.pone.0066957","Wed Jul 17 09:01:55 +0000 2013"
"109","10.1371/journal.pone.0066957","Wed Jul 17 09:17:26 +0000 2013"
"110","10.1371/journal.pone.0066970","Sat Jun 29 14:01:57 +0000 2013"
"111","10.1371/journal.pone.0066971","Sat Jun 29 03:56:12 +0000 2013"
"112","10.1371/journal.ppat.1003304","Fri May 24 08:42:14 +0000 2013"
"113","10.1371/journal.ppat.1003304","Fri May 24 13:26:39 +0000 2013"
"114","10.1371/journal.ppat.1003304","Fri May 24 19:20:23 +0000 2013"
"115","10.1371/journal.ppat.1003304","Fri May 24 19:26:48 +0000 2013"
"116","10.1371/journal.ppat.1003304","Fri May 24 20:16:36 +0000 2013"
"117","10.1371/journal.ppat.1003304","Fri May 24 21:55:26 +0000 2013"
"118","10.1371/journal.ppat.1003304","Sat May 25 01:17:28 +0000 2013"
"119","10.1371/journal.ppat.1003304","Sat May 25 06:41:56 +0000 2013"
"120","10.1371/journal.ppat.1003304","Sat May 25 16:46:01 +0000 2013"
"121","10.1371/journal.ppat.1003304","Mon May 27 19:53:58 +0000 2013"
"122","10.1371/journal.ppat.1003304","Tue May 28 05:41:36 +0000 2013"
"123","10.1371/journal.ppat.1003304","Thu May 30 21:12:04 +0000 2013"
"124","10.1371/journal.ppat.1003304","Sat Jun 01 11:55:58 +0000 2013"
"125","10.1371/journal.ppat.1003304","Mon Jun 03 08:37:24 +0000 2013"
"126","10.1371/journal.ppat.1003304","Mon Jun 03 12:33:40 +0000 2013"
"127","10.1371/journal.ppat.1003304","Mon Jun 03 12:34:35 +0000 2013"
"128","10.1371/journal.ppat.1003304","Mon Jun 03 12:54:59 +0000 2013"
"129","10.1371/journal.ppat.1003304","Mon Jun 17 06:04:20 +0000 2013"
"130","10.1371/journal.pone.0063815","Mon May 20 16:19:43 +0000 2013"
"131","10.1371/journal.pone.0066974","Sat Jun 29 10:39:55 +0000 2013"
"132","10.1371/journal.pone.0066974","Tue Jul 09 17:09:45 +0000 2013"
"133","10.1371/journal.pone.0066951","Sat Jun 29 03:54:10 +0000 2013"
"134","10.1371/journal.pone.0066951","Sat Jun 29 11:11:11 +0000 2013"
"135","10.1371/journal.pone.0063812","Fri May 17 22:44:44 +0000 2013"
"136","10.1371/journal.pone.0063812","Tue May 28 14:51:15 +0000 2013"
"137","10.1371/journal.pone.0063812","Tue May 28 15:02:24 +0000 2013"
"138","10.1371/journal.pone.0063812","Tue May 28 18:09:09 +0000 2013"
"139","10.1371/journal.pone.0063812","Thu May 30 04:28:18 +0000 2013"
"140","10.1371/journal.pone.0066933","Fri Jul 05 11:19:04 +0000 2013"
"141","10.1371/journal.ppat.1003277","Fri Jun 07 04:23:58 +0000 2013"
"142","10.1371/journal.ppat.1003277","Fri Jun 07 07:12:54 +0000 2013"
"143","10.1371/journal.ppat.1003277","Fri Jun 07 07:55:58 +0000 2013"
"144","10.1371/journal.ppat.1003277","Fri Jun 07 08:21:55 +0000 2013"
"145","10.1371/journal.ppat.1003277","Fri Jun 07 10:25:31 +0000 2013"
"146","10.1371/journal.ppat.1003277","Tue Jun 11 22:07:20 +0000 2013"
"147","10.1371/journal.ppat.1003277","Tue Jul 02 08:39:02 +0000 2013"
"148","10.1371/journal.ppat.1003277","Tue Jul 02 17:15:05 +0000 2013"
"149","10.1371/journal.ppat.1003277","Tue Jul 02 20:14:10 +0000 2013"
"150","10.1371/journal.ppat.1003277","Tue Jul 02 20:53:37 +0000 2013"
"151","10.1371/journal.ppat.1003277","Tue Jul 02 20:56:39 +0000 2013"
"152","10.1371/journal.ppat.1003277","Fri Jul 05 22:19:40 +0000 2013"
"153","10.1371/journal.pone.0066937","Wed Jun 26 02:43:40 +0000 2013"
"154","10.1371/journal.pone.0066938","Thu Jun 27 11:08:51 +0000 2013"
"155","10.1371/journal.pone.0066938","Tue Jul 02 13:18:23 +0000 2013"
"156","10.1371/journal.pone.0066938","Tue Jul 02 13:27:02 +0000 2013"
"157","10.1371/journal.pone.0066938","Mon Aug 05 17:17:35 +0000 2013"
"158","10.1371/journal.pone.0066938","Fri Aug 09 18:34:46 +0000 2013"
"159","10.1371/journal.pone.0066938","Mon Aug 12 12:54:49 +0000 2013"
"160","10.1371/journal.pone.0066938","Mon Aug 12 13:29:02 +0000 2013"
"161","10.1371/journal.pone.0066938","Mon Aug 12 13:55:43 +0000 2013"
"162","10.1371/journal.pone.0066938","Fri Aug 30 04:54:27 +0000 2013"
"163","10.1371/journal.pone.0066938","Mon Sep 02 10:15:23 +0000 2013"
"164","10.1371/journal.pone.0066938","Tue Sep 10 12:27:41 +0000 2013"
"165","10.1371/journal.pone.0066900","Mon Jul 01 00:57:16 +0000 2013"
"166","10.1371/journal.ppat.1003258","Mon May 20 10:50:06 +0000 2013"
"167","10.1371/journal.pone.0063773","Mon May 20 15:19:43 +0000 2013"
"168","10.1371/journal.pone.0063763","Wed May 29 00:54:06 +0000 2013"
"169","10.1371/journal.pone.0063763","Thu May 30 23:55:07 +0000 2013"
"170","10.1371/journal.pone.0063763","Fri May 31 00:37:15 +0000 2013"
"171","10.1371/journal.pone.0063763","Fri May 31 00:37:47 +0000 2013"
"172","10.1371/journal.pone.0063763","Fri May 31 08:22:18 +0000 2013"
"173","10.1371/journal.pone.0063763","Fri May 31 11:51:24 +0000 2013"
"174","10.1371/journal.pone.0063763","Fri May 31 17:01:46 +0000 2013"
"175","10.1371/journal.pone.0063763","Fri May 31 17:04:51 +0000 2013"
"176","10.1371/journal.pone.0063763","Tue Jun 04 22:17:46 +0000 2013"
"177","10.1371/journal.pone.0063763","Tue Jun 04 22:28:16 +0000 2013"
"178","10.1371/journal.pone.0063763","Wed Jun 05 00:04:15 +0000 2013"
"179","10.1371/journal.pone.0063763","Wed Jun 05 11:08:33 +0000 2013"
"180","10.1371/journal.pone.0063763","Fri Jun 07 00:35:34 +0000 2013"
"181","10.1371/journal.pone.0063771","Mon Jun 10 12:15:05 +0000 2013"
"182","10.1371/journal.pone.0063769","Wed May 29 09:54:31 +0000 2013"
"183","10.1371/journal.pone.0063762","Wed May 29 11:11:37 +0000 2013"
"184","10.1371/journal.pone.0066904","Wed Jun 26 01:21:43 +0000 2013"
"185","10.1371/journal.pone.0066904","Wed Jun 26 02:17:52 +0000 2013"
"186","10.1371/journal.pone.0066904","Wed Jun 26 03:06:29 +0000 2013"
"187","10.1371/journal.pone.0063781","Tue May 21 21:17:46 +0000 2013"
"188","10.1371/journal.pone.0063782","Fri May 31 00:31:20 +0000 2013"
"189","10.1371/journal.pone.0063782","Tue Jun 04 11:09:36 +0000 2013"
"190","10.1371/journal.pone.0066912","Fri Jun 14 11:54:03 +0000 2013"
"191","10.1371/journal.pone.0063761","Thu May 23 18:53:54 +0000 2013"
"192","10.1371/journal.pone.0063776","Mon Jun 03 23:53:01 +0000 2013"
"193","10.1371/journal.pone.0063777","Sun Jun 02 22:59:15 +0000 2013"
"194","10.1371/journal.pone.0063757","Thu May 09 21:25:29 +0000 2013"
"195","10.1371/journal.pone.0063756","Fri Jul 12 14:23:34 +0000 2013"
"196","10.1371/journal.ppat.1003358","Fri May 10 12:45:26 +0000 2013"
"197","10.1371/journal.ppat.1003356","Fri May 10 21:49:12 +0000 2013"
"198","10.1371/journal.pone.0063895","Thu May 16 22:09:25 +0000 2013"
"199","10.1371/journal.ppat.1003363","Thu Jun 13 10:46:22 +0000 2013"
"200","10.1371/journal.pone.0067074","Tue Jul 02 10:02:17 +0000 2013"
"201","10.1371/journal.pone.0067074","Wed Jul 03 16:10:58 +0000 2013"
"202","10.1371/journal.pone.0067074","Mon Sep 23 18:24:43 +0000 2013"
"203","10.1371/journal.ppat.1003365","Fri Jun 21 18:24:35 +0000 2013"
"204","10.1371/journal.ppat.1003365","Fri Jun 21 18:26:34 +0000 2013"
"205","10.1371/journal.ppat.1003365","Mon Jun 24 19:36:32 +0000 2013"
"206","10.1371/journal.ppat.1003365","Mon Jun 24 19:37:07 +0000 2013"
"207","10.1371/journal.ppat.1003365","Mon Jun 24 23:39:22 +0000 2013"
"208","10.1371/journal.ppat.1003365","Tue Jun 25 06:22:10 +0000 2013"
"209","10.1371/journal.ppat.1003365","Tue Jun 25 07:12:29 +0000 2013"
"210","10.1371/journal.ppat.1003365","Wed Jun 26 03:26:42 +0000 2013"
"211","10.1371/journal.ppat.1003365","Wed Jun 26 16:46:56 +0000 2013"
"212","10.1371/journal.ppat.1003365","Fri Jun 28 18:53:06 +0000 2013"
"213","10.1371/journal.ppat.1003365","Tue Jul 02 08:38:33 +0000 2013"
"214","10.1371/journal.ppat.1003365","Fri Jul 19 05:57:15 +0000 2013"
"215","10.1371/journal.pone.0067072","Thu Jun 27 18:08:50 +0000 2013"
"216","10.1371/journal.pone.0067072","Fri Jun 28 11:11:31 +0000 2013"
"217","10.1371/journal.pone.0067072","Wed Jul 10 13:05:02 +0000 2013"
"218","10.1371/journal.ppat.1003369","Sat Aug 10 04:35:24 +0000 2013"
"219","10.1371/journal.pone.0063883","Tue May 28 14:28:22 +0000 2013"
"220","10.1371/journal.pone.0063883","Thu May 30 14:28:49 +0000 2013"
"221","10.1371/journal.pone.0063883","Thu May 30 16:04:18 +0000 2013"
"222","10.1371/journal.pone.0063883","Thu May 30 20:43:06 +0000 2013"
"223","10.1371/journal.pone.0063883","Thu May 30 20:55:03 +0000 2013"
"224","10.1371/journal.pone.0063883","Thu May 30 21:41:53 +0000 2013"
"225","10.1371/journal.pone.0063883","Thu May 30 21:49:29 +0000 2013"
"226","10.1371/journal.pone.0063883","Thu May 30 22:42:38 +0000 2013"
"227","10.1371/journal.pone.0063883","Thu May 30 23:10:59 +0000 2013"
"228","10.1371/journal.pone.0063883","Thu May 30 23:20:23 +0000 2013"
"229","10.1371/journal.pone.0063883","Fri May 31 14:46:21 +0000 2013"
"230","10.1371/journal.pone.0063883","Sat Jun 01 20:30:46 +0000 2013"
"231","10.1371/journal.pone.0063883","Sat Jun 01 20:30:46 +0000 2013"
"232","10.1371/journal.pone.0063883","Sun Jun 02 02:47:16 +0000 2013"
"233","10.1371/journal.pone.0063883","Tue Jun 04 02:08:32 +0000 2013"
"234","10.1371/journal.pone.0063883","Thu Jun 06 21:44:49 +0000 2013"
"235","10.1371/journal.pone.0063883","Wed Jun 19 08:11:51 +0000 2013"
"236","10.1371/journal.pone.0063883","Sun Aug 04 17:16:01 +0000 2013"
"237","10.1371/journal.pone.0067061","Wed Jun 26 15:00:59 +0000 2013"
"238","10.1371/journal.pone.0067061","Thu Jun 27 16:44:15 +0000 2013"
"239","10.1371/journal.pone.0067070","Wed Jul 03 18:29:23 +0000 2013"
"240","10.1371/journal.ppat.1003353","Sun May 19 22:42:06 +0000 2013"
"241","10.1371/journal.ppat.1003353","Mon May 20 01:29:25 +0000 2013"
"242","10.1371/journal.ppat.1003353","Wed Jun 05 17:42:23 +0000 2013"
"243","10.1371/journal.ppat.1003353","Wed Jun 05 17:50:55 +0000 2013"
"244","10.1371/journal.pone.0067073","Sun Jul 07 09:37:31 +0000 2013"
"245","10.1371/journal.ppat.1003364","Mon May 20 10:49:28 +0000 2013"
"246","10.1371/journal.pcbi.1002993","Sat Jun 01 07:59:03 +0000 2013"
"247","10.1371/journal.ppat.1003348","Fri May 10 21:53:28 +0000 2013"
"248","10.1371/journal.pone.0067062","Wed Jul 03 15:03:12 +0000 2013"
"249","10.1371/journal.pone.0067062","Thu Jul 04 07:49:59 +0000 2013"
"250","10.1371/journal.pone.0067081","Wed Jun 12 12:32:01 +0000 2013"
"251","10.1371/journal.ppat.1003367","Thu May 30 23:18:24 +0000 2013"
"252","10.1371/journal.ppat.1003367","Fri May 31 12:31:50 +0000 2013"
"253","10.1371/journal.ppat.1003367","Fri May 31 21:30:00 +0000 2013"
"254","10.1371/journal.ppat.1003367","Sun Jun 02 11:23:13 +0000 2013"
"255","10.1371/journal.pone.0063899","Fri May 17 12:15:00 +0000 2013"
"256","10.1371/journal.pone.0063899","Fri May 17 12:15:01 +0000 2013"
"257","10.1371/journal.pone.0063899","Fri May 17 12:15:01 +0000 2013"
"258","10.1371/journal.pone.0063891","Wed May 22 01:01:37 +0000 2013"
"259","10.1371/journal.pone.0063891","Thu Jun 20 23:30:59 +0000 2013"
"260","10.1371/journal.pone.0063891","Thu Jun 20 23:31:55 +0000 2013"
"261","10.1371/journal.pone.0063891","Fri Jun 21 00:07:35 +0000 2013"
"262","10.1371/journal.pone.0063891","Fri Jun 21 05:56:24 +0000 2013"
"263","10.1371/journal.pone.0067065","Sat Jun 22 22:20:48 +0000 2013"
"264","10.1371/journal.pone.0067065","Mon Jun 24 16:47:31 +0000 2013"
"265","10.1371/journal.pone.0067065","Sun Jul 07 22:49:25 +0000 2013"
"266","10.1371/journal.ppat.1003350","Fri Jun 07 22:01:27 +0000 2013"
"267","10.1371/journal.pone.0067069","Tue Jul 02 06:59:06 +0000 2013"
"268","10.1371/journal.ppat.1003352","Fri May 10 21:19:23 +0000 2013"
"269","10.1371/journal.ppat.1003352","Sat May 11 05:49:27 +0000 2013"
"270","10.1371/journal.pone.0066889","Wed Jun 26 00:41:40 +0000 2013"
"271","10.1371/journal.pone.0063740","Sat May 18 20:15:34 +0000 2013"
"272","10.1371/journal.pone.0063740","Sat May 18 21:59:21 +0000 2013"
"273","10.1371/journal.pone.0063740","Mon May 20 07:28:05 +0000 2013"
"274","10.1371/journal.pone.0063740","Tue May 21 18:50:56 +0000 2013"
"275","10.1371/journal.pone.0063740","Tue May 28 09:44:07 +0000 2013"
"276","10.1371/journal.pone.0063740","Tue May 28 22:38:43 +0000 2013"
"277","10.1371/journal.pone.0063740","Wed May 29 06:50:14 +0000 2013"
"278","10.1371/journal.pone.0063740","Wed May 29 12:21:37 +0000 2013"
"279","10.1371/journal.pone.0063740","Wed May 29 12:22:38 +0000 2013"
"280","10.1371/journal.pone.0063740","Fri May 31 09:04:48 +0000 2013"
"281","10.1371/journal.pone.0063740","Sun Jun 02 20:49:55 +0000 2013"
"282","10.1371/journal.pone.0063740","Mon Jun 03 08:34:40 +0000 2013"
"283","10.1371/journal.pone.0063740","Mon Jun 03 08:43:32 +0000 2013"
"284","10.1371/journal.pone.0063740","Wed Jun 05 03:28:37 +0000 2013"
"285","10.1371/journal.pone.0063740","Wed Jun 12 02:48:39 +0000 2013"
"286","10.1371/journal.ppat.1003230","Sat May 04 00:11:12 +0000 2013"
"287","10.1371/journal.ppat.1003230","Sun May 05 00:45:27 +0000 2013"
"288","10.1371/journal.ppat.1003230","Sun May 05 00:49:03 +0000 2013"
"289","10.1371/journal.ppat.1003230","Tue May 07 17:58:45 +0000 2013"
"290","10.1371/journal.pone.0063743","Fri Jun 07 21:47:17 +0000 2013"
"291","10.1371/journal.pone.0066888","Wed Jun 26 21:44:49 +0000 2013"
"292","10.1371/journal.pone.0066888","Wed Jun 26 22:08:03 +0000 2013"
"293","10.1371/journal.pone.0066888","Wed Jun 26 22:11:09 +0000 2013"
"294","10.1371/journal.pone.0066888","Wed Jun 26 22:17:52 +0000 2013"
"295","10.1371/journal.pone.0066888","Wed Jun 26 23:25:04 +0000 2013"
"296","10.1371/journal.pone.0066888","Thu Jun 27 03:19:11 +0000 2013"
"297","10.1371/journal.pone.0066888","Thu Jun 27 09:33:17 +0000 2013"
"298","10.1371/journal.pone.0066888","Thu Jun 27 09:49:05 +0000 2013"
"299","10.1371/journal.pone.0066888","Thu Jun 27 15:13:10 +0000 2013"
"300","10.1371/journal.pone.0066888","Thu Jun 27 19:49:35 +0000 2013"
"301","10.1371/journal.pone.0066888","Mon Jul 01 18:11:59 +0000 2013"
"302","10.1371/journal.pone.0066888","Tue Jul 02 07:39:09 +0000 2013"
"303","10.1371/journal.pone.0066888","Tue Jul 02 11:01:08 +0000 2013"
"304","10.1371/journal.pone.0066888","Tue Jul 02 19:05:14 +0000 2013"
"305","10.1371/journal.pone.0066888","Tue Jul 02 19:35:50 +0000 2013"
"306","10.1371/journal.pone.0066888","Wed Jul 03 11:33:09 +0000 2013"
"307","10.1371/journal.pone.0066888","Fri Jul 05 00:50:02 +0000 2013"
"308","10.1371/journal.pone.0066888","Sun Jul 07 23:18:04 +0000 2013"
"309","10.1371/journal.pone.0066888","Sun Jul 07 23:19:52 +0000 2013"
"310","10.1371/journal.pone.0066888","Sun Jul 07 23:25:58 +0000 2013"
"311","10.1371/journal.pone.0066888","Sun Jul 07 23:52:12 +0000 2013"
"312","10.1371/journal.pone.0066888","Mon Jul 08 00:15:27 +0000 2013"
"313","10.1371/journal.pone.0066888","Mon Jul 08 00:25:20 +0000 2013"
"314","10.1371/journal.pone.0066888","Mon Jul 08 00:57:21 +0000 2013"
"315","10.1371/journal.pone.0066888","Mon Jul 08 12:02:42 +0000 2013"
"316","10.1371/journal.pone.0066888","Mon Jul 08 12:06:01 +0000 2013"
"317","10.1371/journal.pone.0066888","Tue Jul 09 23:02:45 +0000 2013"
"318","10.1371/journal.pone.0066888","Tue Jul 30 05:32:37 +0000 2013"
"319","10.1371/journal.pone.0063744","Thu May 23 13:36:18 +0000 2013"
"320","10.1371/journal.pone.0063857","Mon May 20 08:10:13 +0000 2013"
"321","10.1371/journal.ppat.1003328","Fri May 03 09:24:49 +0000 2013"
"322","10.1371/journal.ppat.1003328","Wed May 08 12:55:08 +0000 2013"
"323","10.1371/journal.ppat.1003327","Thu May 23 15:42:38 +0000 2013"
"324","10.1371/journal.pone.0063842","Sat May 18 00:34:22 +0000 2013"
"325","10.1371/journal.pone.0063842","Tue May 21 06:35:24 +0000 2013"
"326","10.1371/journal.pone.0063842","Tue May 21 17:47:53 +0000 2013"
"327","10.1371/journal.pone.0063841","Mon May 13 20:19:58 +0000 2013"
"328","10.1371/journal.pone.0063841","Mon May 13 20:20:22 +0000 2013"
"329","10.1371/journal.pone.0063841","Mon May 13 20:51:27 +0000 2013"
"330","10.1371/journal.pone.0063840","Thu May 16 13:43:57 +0000 2013"
"331","10.1371/journal.pone.0063840","Thu May 16 13:57:07 +0000 2013"
"332","10.1371/journal.pone.0063840","Thu May 16 16:09:57 +0000 2013"
"333","10.1371/journal.pone.0063852","Mon May 27 07:49:57 +0000 2013"
"334","10.1371/journal.pone.0067008","Sat Jun 29 04:55:25 +0000 2013"
"335","10.1371/journal.pone.0067002","Thu Jun 27 16:30:12 +0000 2013"
"336","10.1371/journal.ppat.1003331","Thu Oct 03 15:33:09 +0000 2013"
"337","10.1371/journal.ppat.1003331","Thu Oct 03 15:43:30 +0000 2013"
"338","10.1371/journal.ppat.1003331","Thu Oct 03 15:45:39 +0000 2013"
"339","10.1371/journal.ppat.1003331","Mon Oct 07 06:29:34 +0000 2013"
"340","10.1371/journal.pone.0066998","Tue Jun 11 23:20:35 +0000 2013"
"341","10.1371/journal.pone.0066998","Tue Jun 11 23:22:09 +0000 2013"
"342","10.1371/journal.pone.0066998","Wed Jun 12 23:18:50 +0000 2013"
"343","10.1371/journal.pone.0066998","Wed Jun 12 23:46:49 +0000 2013"
"344","10.1371/journal.pone.0066998","Wed Jun 12 23:49:24 +0000 2013"
"345","10.1371/journal.pone.0066998","Wed Jun 12 23:50:31 +0000 2013"
